path,run_id,frame_id,L_1,L_2,m_1,m_2,k
dataset/images/run_00001_frame_001.png,1,1,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_002.png,1,2,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_003.png,1,3,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_004.png,1,4,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_005.png,1,5,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_006.png,1,6,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_007.png,1,7,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_008.png,1,8,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_009.png,1,9,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_010.png,1,10,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_011.png,1,11,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_012.png,1,12,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_013.png,1,13,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_014.png,1,14,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_015.png,1,15,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_016.png,1,16,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_017.png,1,17,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_018.png,1,18,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_019.png,1,19,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00001_frame_020.png,1,20,1.1280709493075811,3.3838125023716352,1.4853429674878569,1.3638529888993172,0.9738586277674011
dataset/images/run_00002_frame_001.png,2,1,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_002.png,2,2,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_003.png,2,3,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_004.png,2,4,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_005.png,2,5,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_006.png,2,6,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_007.png,2,7,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_008.png,2,8,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_009.png,2,9,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_010.png,2,10,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_011.png,2,11,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_012.png,2,12,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_013.png,2,13,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_014.png,2,14,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_015.png,2,15,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_016.png,2,16,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_017.png,2,17,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_018.png,2,18,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_019.png,2,19,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00002_frame_020.png,2,20,2.6676096574663877,3.087963361936449,1.3885699880523703,1.4656503953611857,1.0172851265476628
dataset/images/run_00003_frame_001.png,3,1,1.4501254917094006,1.1323135440074754,1.2282945840024064,1.3510560965873837,1.1282744841693164
dataset/images/run_00003_frame_002.png,3,2,1.4501254917094006,1.1323135440074754,1.2282945840024064,1.3510560965873837,1.1282744841693164
dataset/images/run_00003_frame_003.png,3,3,1.4501254917094006,1.1323135440074754,1.2282945840024064,1.3510560965873837,1.1282744841693164
dataset/images/run_00003_frame_004.png,3,4,1.4501254917094006,1.1323135440074754,1.2282945840024064,1.3510560965873837,1.1282744841693164
dataset/images/run_00003_frame_005.png,3,5,1.4501254917094006,1.1323135440074754,1.2282945840024064,1.3510560965873837,1.1282744841693164
